SiteCode,Site Name,NoofCells,(2G/3G),Priority,Type,Category,MBU#,OMO Colocation,OMO host name ,,2026-01-01 00:00:00,2026-02-01 00:00:00,2026-03-01 00:00:00,2026-04-01 00:00:00,2026-05-01 00:00:00,2026-06-01 00:00:00,2026-07-01 00:00:00
WZB4219,WZB4219__P_Janubi_Phatak,16,2G/3G/LTE,Elite,Macro,Standby,C4-WZD-07,Jazz Host/TELENOR Guest,DEODAR,DG site,97.9174600507763,99.01703042328025,99.48826724910387,95.30330102237632,97.5243148894859,99.73056520061715,97.91547659050158
HWY1244,HWY1244__S_Pindori_TP_LAPR02,6,2G/LTE,Gold,Macro,OMO,C4-HFZ-06,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,99.48921619872557,99.97860863095237,100,99.99398791152264,99.75610439068099,100,88.68456914575839
DNG6475,DNG6475_S_Bhalesranwala,6,2G/LTE,Diamond,Macro,B2S,C4-MBD-08,E.Co,E.CO,Non DG Site,90.63473840103521,98.59767691798932,98.27266278375131,89.79510673868292,91.18603146156886,96.83571244855956,93.6637233671842
RUR6533,RUR6533__S_Beknanwala,6,2G/LTE,Diamond,Macro,B2S,C4-MBD-08,ATL,ATL,Non DG Site,100,99.9832244819224,100,99.31288580246913,100,99.87651105967076,99.81154793906809
GFG9667,GFG9667__S_GhotaFatehGarh,9,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,Jazz Host/TELENOR Guest,DEODAR,DG site,99.65035095579444,99.93806492504407,99.92700866188764,99.62319958847725,99.94339489579183,98.28849451303138,99.58746100491169
RUR0647,RUR0647__P_Gorali,12,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.15499303066474,99.53898327270709,99.95312811131012,98.8995627572014,99.93049332935067,99.19198495370348,95.61190138391052
RUR5761,RUR5761_H_Ucha Khalwan Narowal,6,2G/LTE,Diamond,Macro,B2S,C4-NRW-05,ATL,ATL,Non DG Site,97.6699708781361,99.99266286375662,100,99.31684027777774,99.75165521704497,98.20968364197523,99.95205470927914
GJR6488,GJR6488__S_TibbiMarlan,9,2G/LTE,Gold,Macro,B2S,C4-GRT-04,ATL,ATL,Non DG Site,98.77084577857423,99.9018270502645,100,99.67091049382712,99.9519613699721,99.76607510288063,99.48200833001455
RUR8811,RUR8811__S_Pindiman,6,2G/LTE,Diamond,Macro,CP Prime,C4-NRW-05,JAZZ,DEODAR,Non DG Site,98.08610862206255,99.04834242724839,98.65417164476276,96.07587448559626,96.77848715651088,95.54298482510256,95.38710921943401
JPJ5565,JPJ5565_H_Nikka Dawara Rd Jalalpur Gujrat Punjab,6,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,94.78955097570677,99.97771301807758,100,99.95380015432097,99.84832362604539,99.25691229423863,99.87240516726399
NRW5820,NRW5820_H_Ransinwal road Narowal,6,2G/LTE,Platinum,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,98.40924930306637,99.31072255290997,99.21790994623645,99.68865740740738,99.306488948626,94.38146219135787,97.80235712863394
RUR8874,RUR8874__S_HazratKelainWala,6,2G/LTE,Gold,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.13919379729184,99.98408564814814,99.66164501194736,99.84587191358023,99.88323252688171,99.95029578189299,99.43147028076459
RUR9490,RUR9490__S_Vilage_Dhilwan_Wazirabad_Distt._1P3563,6,2G/LTE,Gold,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,98.42247237156502,99.98305224867725,100,99.97627314814808,99.93503584229387,99.45338220164594,98.48690760653119
RUR6573,RUR6573__S_Daowala,6,2G/LTE,Gold,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,95.58352623456773,99.52153604497347,99.94219185583432,95.5755208333332,94.44298212863382,96.56703317901218,93.41139610712852
DNG6229,DNG6229__S_Mohallah_Baggi_MDLM2861,12,2G/3G/LTE,Elite,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,98.65116923038603,98.91245039682524,98.71070415173219,94.71627443415613,98.09338908801249,98.56081211419723,96.98534261748283
RUR9505,RUR9505__S_Gil Wala_GJ7687,6,2G/LTE,Bronze,Macro,OMO,C4-GUJ-02,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,100,99.96834352954137,100,98.45814043209877,99.98895484866587,100,98.3841410294703
RUR5932,RUR5932_H_Chaura Gujranwala Punjab Pakistan,6,2G/LTE,Bronze,Macro,OMO,C4-GUJ-02,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,99.98308669532625,99.93998282556747,100,95.75184811827955,100,99.35791890681004
GJR5750,GJR5750_H_Baghdad Colony Gujrat,9,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,98.20359169653516,99.91347001763666,99.95631720430107,99.99993569958846,99.42787153192616,99.61522633744848,98.91911008230447
DNG3509,DNG3509__H_MaladChwk,18,2G/3G/LTE,Hub,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,99.99963701380591,99.91109319885358,100,95.6370241769544,98.44226030465903,98.55968149862795,98.51869482609807
RUR0906,RUR0906__S_MuranWali,6,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,Jazz Host/TELENOR Guest,DEODAR,DG site,100,99.38450727513214,99.18374775985657,99.36532278806577,99.23206640780562,99.65306712962959,99.36594608721617
HWY6462,HWY6462__S_SadiqAbadGTRoad,6,2G/LTE,Gold,Macro,B2S,C4-GRT-04,E.Co,E.CO,Non DG Site,98.1401209677417,98.49299355158722,99.17217368578248,92.32658179012324,98.25212813620064,97.62702546296289,98.87451463560332
RUR3529,RUR3529__S_MozaJalalpurChatha,6,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,98.2638888888887,99.28564539241613,99.09992906212653,97.7467528292179,97.69087888291494,98.42367541152238,99.25011200716835
HWY5602,HWY5602_H_Village Chechian PO Dittewal Teh and Chechian Gujrat,6,2G/LTE,Bronze,Macro,OMO,C4-GRT-04,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,99.48644713261648,99.84157986111107,100,98.94839891975307,98.21339232377535,99.96585648148147,99.99402628434883
HWY6555,HWY6555__S_MohlaKalan,6,2G/LTE,Platinum,Macro,B2S,C4-GRT-04,E.Co,E.CO,Non DG Site,98.8183243727598,99.29098462301582,99.80613425925922,98.25511188271592,98.65946087216243,98.95666152263362,97.00626617881304
WZB5520,WZB5520_H_Rasul Nagar Rd Ali Nagar Gujranwala,6,2G/LTE,Gold,Macro,B2S,C4-WZD-07,ATL,ATL,Non DG Site,97.98589331939463,99.88977072310402,99.39376120071684,99.0125385802469,98.28517025089597,99.09374999999997,98.4903300477896
GJR5702,GJR5702_H_Jamalpur Syedan Gujrat,9,2G/LTE,Bronze,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,99.83678066507365,99.93604405496765,100,99.84728652263374,99.47468637992829,99.97601594650203,99.81782241470859
GHK5824,GHK5824_H_Ghakhar Gujranwala,6,2G/LTE,Platinum,Macro,B2S,C4-GUJ-02,Tawal,Tawal,Non DG Site,98.88333001460222,99.89254941945906,99.4084984401964,98.62328532235918,99.16689482941722,99.69900977366254,99.64960424133807
RUR0687,RUR0687__S_Jandala,8,2G/LTE,Gold,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK+UFONE Guest,DEODAR,DG site,96.33141521057313,98.73289723875641,99.24077807646336,94.53030960648107,97.85982302867345,98.27741608796252,98.46832530615285
GHK5812,GHK5812_H_Pir Kot Gujranwala,6,2G/LTE,Diamond,Macro,B2S,C4-GUJ-02,Tawal,Tawal,Non DG Site,93.97795532988158,99.15823871987058,97.35123788663195,97.5936213991767,99.9891104141776,99.23478223593962,99.58140432098762
RUR5680,RUR5680_H_Mattoo Bhaie Key Gujranwala,6,2G/LTE,Diamond,Macro,B2S,C4-HFZ-06,ATL,ATL,Non DG Site,99.21809662485062,99.98315558862431,100,100,99.6264872062923,99.99537037037037,99.33088162086815
RUR5626,RUR5626_H_Majara Gujrat,6,2G/LTE,Platinum,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,97.9698576264435,99.9786155202821,100,99.84241255144029,99.92437027080842,100,100
RUR5661,RUR5661_S__ JarChikah,6,2G/LTE,Bronze,Macro,B2S,C4-HFZ-06,Enfrashare,Enfrashare,Non DG Site,99.58968040621265,99.98305224867725,99.42926125049777,100,99.63006521306252,98.83540702160492,98.29632429808832
RUR6534,RUR6534__S_KhoriAlam,6,2G/LTE,Diamond,Macro,B2S,C4-MBD-08,E.Co,E.CO,Non DG Site,99.61833557347667,99.82153191137559,100,97.45688657407399,99.85579077060929,99.81327160493827,97.98181750298674
DNG5811,DNG5811_H_Lalamusa Dinga Road Dhndhala Gujrat,6,2G/LTE,Bronze,Macro,B2S,C4-MBD-08,Enfrashare,Enfrashare,Non DG Site,98.60927543807244,99.97619736552026,100,99.50131815843616,96.54180978693742,99.2223186728395,99.1658266129032
GJR5862,GJR5862_H_Near Sarafa Bazar Main Bazaar Gujrat,6,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,99.74101453604138,99.98250110229274,100,98.08397633744848,99.79627140581438,100,99.89502439267223
LLM5926,LTE_LLM5926_H_Mohalla Chiraghpura Lalamusa,6,2G/LTE,Platinum,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,99.68255301672637,99.21420304232797,99.81005451015528,99.22173996913577,100,100,97.43615591397842
RUR6517,RUR6517__S_Gangohar,6,2G/LTE,Diamond,Macro,B2S,C4-NRW-05,E.Co,E.CO,Non DG Site,86.27797067901197,95.67053847001736,89.08627041019481,82.29423868312705,92.35473292512911,90.71344521604912,95.19184338908778
ALC6522,ALC6522__S_NearSaidNagar,6,2G/LTE,Diamond,Macro,B2S,C4-HFZ-06,E.Co,E.CO,Non DG Site,96.21590003982467,99.83221037257492,98.23013117283948,95.58693415637843,98.62175179211458,96.25183256172826,94.24843189964143
RUR6174,RUR6174__S_Adda kang chanan phaila road Gujrat_MR335300,6,2G/LTE,Diamond,Macro,Standby,C4-MBD-08,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.08897725009949,99.89035631613753,99.81864172640381,99.76697530864196,99.25337888291511,98.71209490740736,99.58874701314213
RUR5842,RUR5842_H_near graveyard Baba Azeem Doga Sharif Gujrat,6,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,100,99.98856371252204,99.76618503584228,100,99.55607825567503,100,99.34746490442052
GJR4905,GJR4905__S_CheemaCly_GJR,9,2G/3G/LTE,Gold,Macro,CP Prime,C4-GRT-04,JAZZ,DEODAR,Non DG Site,99.91464638922074,99.977425962669,100,99.23855452674889,99.98145659099958,100,99.72734551307573
GJR6246,GJR6246__S_Jatowaqal_MDGU4170,12,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,96.24926884209447,99.60953000992045,99.52449845678993,97.40919174382681,97.7514872062921,98.81568287037011,98.09178676324139
GJR3401,GJR3401__S_JalalpurRdGujrat,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,Jazz Host/TELENOR Guest,DEODAR,DG site,98.87625696933485,99.6110284391534,99.69187657639712,98.40880058299012,99.31269082702771,98.4636488340191,99.50123622726662
SKL9911,SKL9911__S_PindHasana,9,2G/3G/LTE,Gold,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,97.0660344484267,99.75864381246318,98.57715634541348,99.06710819615901,99.86268750829682,99.95687585733876,100
GJR6294,GJR6294__S_UmerPalaza_MirzaAkram_Hospital_MDGU4240,9,2G/3G/LTE,Gold,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.01350723483327,99.25951186801863,99.69538198592848,96.58924897119307,99.50608987123313,99.90425668724278,99.88998407009157
RUR9739,RUR9739__H_MaralaMore,9,2G/3G/LTE,Platinum,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,99.47505973715644,99.83545983980007,99.99993777379527,99.28843021261982,99.73771654719194,98.73574674211203,98.24833233771363
HWY9507,HWY9507__S_Khattyan Wala Khoh_G.T.Road_WA1592,18,2G/3G/LTE,Hub,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,100,99.86067478688999,100,99.90076303155007,99.74516294968801,100,99.56740342493018
WZB4220,WZB4220__P_WazirabadBypas,9,2G/3G/LTE,Diamond,Macro,CP Prime,C4-WZD-07,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,98.87945124784281,99.98642802028219,99.78799532058939,96.80508401920434,95.53765515067032,95.1475908779148,95.2465609650868
GUJ5757,GUJ5757__S_CMHRoadRahwaliCantt,9,2G/3G/LTE,Bronze,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,100,99.60489693562606,99.7001111774857,99.26442472565152,100,99.98173868312756,99.75470430107522
GJR8820,GJR8820__H_ShalimarTowerGJR,12,2G/3G/LTE,Hub,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,97.467471251493,98.88165509259231,100,100,99.99995333034646,98.8295878343621,100
RUR1053,RUR1053__H_Bagriawala,6,2G/LTE,Gold,Macro,Standby,C4-MBD-08,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.90824746117084,99.41778273809516,99.41448252688168,99.11352237654316,99.55813172043007,99.32735339506165,97.04798884906393
GJR6257,GJR6257__S_Shaheen_Chowk_Gujrat_Bypass_MDGU4247,12,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,Jazz Host/UFONE Guest,DEODAR,DG site,99.92577969434487,99.98148492614635,99.77209652528869,98.98329796810694,99.65162659299075,98.9879597479422,99.70548337315806
KNJ3535,KNJ3535__H_PunghtaTalabKunjah,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.72222222222219,99.71857087742498,100,99.57005529835384,100,100,99.62172690163281
WZB0364,WZB0364__P_MainBazar,12,2G/3G/LTE,Elite,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,97.37624763540404,99.1556092923279,98.95584428514528,97.53549382716037,95.92860165272785,95.46923225308628,97.78200915969722
RUR0456,RUR0456__P_BarilaSharif,18,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK+UFONE Guest,DEODAR,DG site,96.48000879463684,99.68403237066424,100,98.93275248628257,98.599184421877,99.208236882716,97.91297457852113
RUR6256,RUR6256__S_Chak_Kala_Jalapurjatan Road_MR1O3562,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.93498295001986,99.80510085978828,99.96600893568296,99.52401620370364,99.30361098665858,98.02345357510268,99.46040546594969
RUR0403,RUR0403__S_MUHALLARAHMANIA_Warid_MDPR4148,18,2G/LTE,Elite,Macro,CP Prime,C4-NRW-05,Jazz Host/UFONE Guest,DEODAR,Non DG Site,98.12021895327202,99.63661081716627,99.85776126709146,99.21520276063097,99.88000713527146,95.03751929012336,98.68445506438326
BBK9609,BBK9609__S_BobakMaraly,9,2G/3G/LTE,Diamond,Macro,Standby,C4-NRW-05,Jazz Host/TELENOR Guest,DEODAR,DG site,98.61702260055748,99.48979919900049,99.59669122527538,98.94002914951982,99.23227382848785,98.62630744170082,98.3604639585821
RUR0271,RUR0271__S_TalwandiBhindran_Warid_MDNR1589,9,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,95.59809753750135,99.99228395061725,99.22163314748431,99.68023405349783,98.48101685915293,99.03064986282567,99.16550511084549
RUR6968,RUR6968__H_IttehadColony,18,2G/3G/LTE,Hub,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,99.99755243594848,99.7668191504996,99.99768725939201,99.61352237654316,100,98.45122813786006,99.80687060268149
RUR2110,RUR2110__S_KalaraKhasa,9,2G/3G/LTE,Diamond,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,99.98250110229274,100,100,98.77123987787068,100,97.74230884109906
RUR4037,RUR4037__S_JarpalExchange4,6,2G/3G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,96.87776906610895,99.94006283068778,99.79680032855437,99.1577610596707,98.6001904121863,98.21051954732494,94.16249751095161
SDL6964,SDL6964__P_FahadPlazaShadiwal,20,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.57194593787327,99.88911623677242,99.93581989247306,99.99217785493823,99.69376306750296,98.4365644290123,99.07069519115869
RUR9486,RUR9486__S_Warpal_Khurd_1M3548,20,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.35664949223403,99.870205026455,99.73362828554353,99.02996720679002,99.86118578255662,98.70028935185171,98.47739321983252
KHJ6978,KHJ6978__S_ChakGillanGujrat,9,2G/3G/LTE,Gold,Macro,CP Prime,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,99.3826953073144,99.64829971340382,99.98465086950748,99.87838648834015,99.76298038630026,99.32443844307254,98.16048967874667
GJR6908,GJR6908__S_GujratWestBypassGJR,20,2G/3G/LTE,Hub,Macro,Standby,C4-GRT-04,Jazz Host/UFONE Guest,DEODAR,DG site,98.5072991338111,99.41844411375658,99.43616524790909,98.95601851851833,99.8046594982078,97.57596450617257,99.32389672939053
DNG3989,DNG3989__P_ComplexroadDinga,18,2G/3G/LTE,Elite,Macro,Standby,C4-MBD-08,Jazz Host/CM-PAK+TELENOR Guest,DEODAR,DG site,99.75087738948622,99.94981123236327,99.24240632881981,98.29905049725645,99.09357161821306,98.87777563443062,95.91496374286457
RUR3396,RUR3396__P_SKGMCBChowkZafarwal,18,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,Jazz Host/CM-PAK Guest,DEODAR,DG site,98.6014141942121,99.81825947971778,99.4872249601752,98.24588477366237,99.99872436280363,92.55781678669385,99.91863923735562
ALC3447,ALC3447__H_IkalGarhAlipurChat,20,2G/3G/LTE,Hub,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.72376232078848,99.97730654761904,99.97799992532853,99.58238811728386,99.13283116786126,100,100
ALC8810,ALC8810__P_ChoriGali,18,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.6077882317801,99.84633349867725,99.85767829881851,99.34297839506169,98.01080454334249,99.8428605109739,99.83286041417757
RUR9206,RUR9206__P_DhaSirihali,18,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,95.2296665505107,99.35017544826552,99.33798577923785,96.67076045953327,98.81593903491279,98.3239240397803,99.18216099163664
JPJ6403,JPJ6403__S_IslamGarh_Ufone1335,9,2G/3G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,96.86469119208795,99.09504060111689,100,100,100,99.98111711248283,100
GJR4903,GJR4903__H_FaizabadRialwa,16,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.87634641950412,99.94601779513887,99.91810642547787,99.89882330246913,99.78321945937867,99.49569589120367,98.62966229838703
GJR6251,GJR6251__S_Shadman_MDGU4208,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK+TELENOR Guest,DEODAR,DG site,96.02617234169617,99.34255125661369,99.70226835258194,97.42663323045248,99.85443216513997,99.97695901920433,98.31445805124105
KPD9970,KPD9970__S_KaloPaddaNorowal,9,2G/3G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,99.80118727598561,99.93436765138146,99.91767473118277,99.09859396433461,98.91041915571475,98.89158950617274,99.21248589539351
RUR3946,RUR3946__S_GhakharMandi3,9,2G/3G/LTE,Diamond,Macro,CP Prime,C4-WZD-07,Jazz Host/TELENOR+CM-PAK Guest,DEODAR,Non DG Site,99.72469052834194,99.95002939447376,99.08515033851056,98.41615226337443,99.34730933890872,99.11181841563781,96.34242665604661
LLM4526,LLM4526__S_MuhallahChaghpura,12,2G/3G/LTE,Diamond,Macro,CP Prime,C4-GRT-04,Jazz Host/UFONE Guest,DEODAR,Non DG Site,99.91443896853839,98.9994798555996,99.67664152727997,99.35558127572003,99.67080782058939,99.84138695987653,98.84445937873352
GJR6247,GJR6247__S_Kot_Uddu_Wall_MDGU4252,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.07587863401028,99.98151937279538,100,99.74210712448556,99.74989732676218,99.6788515946502,99.69397152528872
WZB9803,WZB9803__S_FazalColony,9,2G/3G/LTE,Gold,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,99.98604058807909,99.9137455908289,99.57603212531522,99.05444101508914,99.81726237886609,98.6009945130315,97.86344251958046
HWY0282,HWY0282__S_ChakSantharia,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/TELENOR Guest,DEODAR,DG site,96.5137924382714,99.43703841490289,99.91643020708881,98.27236046810677,99.80044056152923,99.62376221707811,99.54252849960162
HWY3181,HWY3181__S_Khatala_ChanabWarid_MDGU4248,18,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.00414633943969,99.61695326278648,99.89423619407935,97.95420739026044,99.7712772135935,98.48960476680367,97.93348848400352
RUR9207,RUR9207__P_Dhudra,18,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.08600076330806,99.85310800631976,98.08072605535642,99.76217421124824,100,100,99.98944228726933
GJR3431,GJR3431__S_MohallahEidGah,9,2G/3G/LTE,Gold,Macro,CP Prime,C4-GRT-04,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,99.74711270410187,99.92469962522043,99.9673105004646,100,99.97423835125446,96.17956961591211,98.58205147351643
WZB9742,WZB9742__S_WazirabadWarid_MDWA4191,9,2G/3G/LTE,Platinum,Macro,Standby,C4-WZD-07,Jazz Host/UFONE Guest,DEODAR,DG site,97.46314134474964,99.58491787918861,99.81027230187172,98.81880144032905,98.28670516394519,99.22860939643333,99.6072696800743
WZB0571,WZB0571__S_ChemaColonyWarid_MDWA1512,9,2G/3G/LTE,Platinum,Macro,CP Prime,C4-WZD-07,Jazz Host/CM-PAK Guest,DEODAR,Non DG Site,99.82209528076461,99.94812334656082,100,95.20664008916303,99.86335125448025,95.04419581618646,98.92518750829679
RUR9984,RUR9984__S_DhamtalSankhatraRd_Warid_MDSK4336,20,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,98.89891353046586,99.69144758597879,99.88463261648747,99.39820601851847,98.2686211917562,99.60137924382705,99.1153393817203
GJR6286,GJR6286__S_Mohalla_Sultanabad_Main_GT_Rd_MDGU4262,20,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.80861708482675,99.80828373015866,99.98461768219832,98.00209297839497,97.93711730884097,98.22440200617274,96.52613500597356
GJR0398,GJR0398__S_MumtazCenterJinnah,9,2G/3G/LTE,Diamond,Macro,CP Prime,C4-GRT-04,JAZZ,DEODAR,Non DG Site,99.93277495685649,99.95009828777185,100,99.60463820301784,100,99.99967849794236,99.70579450418158
GJR1058,GJR1058__S_ModelTownGJR(Zong5218),9,2G/3G/LTE,Platinum,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,99.21696618213187,99.96497924015281,100,99.99997856652948,100,99.60980366941003,98.63486077923794
GJR1059,GJR1059__S_Moen ud Din Pur(TELENOR_LWR-001),9,2G/3G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,94.82375464622298,98.00781249999976,100,95.41698816872399,99.05528176025484,99.70799039780516,97.58780117483056
GJR2114,GJR2114__S_MuhallahChahBeriWala,9,2G/3G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,99.8471931833267,99.98436122134035,99.99805024558607,99.8472007887517,99.43467493030664,99.9275977366255,99.99296843886897
TDA3941,TDA3941__S_BusStandTanda,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.94034581176159,99.38900830393875,100,100,99.99135055754678,100,100
RUR2315,RUR2315__S_RupoChak(Ufone-3461),12,2G/3G/LTE,Diamond,Macro,OMO,C4-NRW-05,Jazz Guest/UFONE Host,UFONE,Non DG Site,96.61189204998,97.60022252535269,98.28733261150926,94.30611818415613,93.11126356531246,95.66624871399156,84.72208221326136
GFG1000,GFG1000__S_Pejowla(TP-LBRD07),9,2G/3G/LTE,Gold,Macro,OMO,C4-NRW-05,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,93.06936977299851,97.59851741622568,97.26117582636394,97.0070730452673,93.28245303995733,87.72687328532203,88.38062524890448
GJR4909,GJR4909__S_ChahtotayWalaGJR,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.49757940063698,99.96467496141972,99.64111036439665,99.3145736882715,99.24486944942244,98.68301504629623,97.86022749900427
GUJ6261,GUJ6261__S_CSDRahwaliCantt,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,99.8980112504978,99.51988260582003,99.76882964954201,99.99993569958846,99.5016925527678,99.92802640603561,99.62610347802995
GJR3335,GJR3335__H_GujratBypassShadiwa,20,2G/3G/LTE,Hub,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.2546669653524,99.98675181878302,100,99.99999035493826,99.99995333034646,99.99992283950613,100
GJR3433,GJR3433__S_MuhellaChahBarywall,12,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.33094384707285,99.91731081900346,98.76401645260826,96.91470550411468,97.46823352250053,97.98479295267447,93.4260348217837
GJR9852,GJR9852__P_Mohala_khalidaba,20,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,99.96917936081235,99.91518890542326,99.8231593488649,98.47297453703695,97.42392846475497,96.27261766975289,97.29431750298657
DHN8757,DHN8757__S_Dhulanwala,9,2G/3G/LTE,Diamond,Macro,CP Prime,C4-GRT-04,JAZZ,DEODAR,Non DG Site,96.28636084561259,98.66803993974119,99.9430630227001,99.00591563786006,98.10981680605333,100,99.29335921943446
GJR3734,GJR3734__S_RangpuraGujrat,9,2G/3G/LTE,Hub,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.89204168325998,99.52509553203983,100,100,100,100,100
FTP8762,FTP8762__P_KhakhaChowk,18,2G/3G/LTE,Elite,Macro,CP Prime,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,Non DG Site,97.12581308907464,99.86894198265722,99.96697862737288,99.24329132373103,97.77625323576251,99.58331189986279,99.5519609551307
GJR4902,GJR4902__SMarghazar,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/TELENOR Guest,DEODAR,DG site,99.68729776483468,99.76448826058189,99.6755681252488,99.79746977880656,99.90729851154913,99.89081790123457,99.19062375547583
GJR3428,GJR3428__S_GarhiAhmedabad,18,2G/3G/LTE,Elite,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.85836693548352,99.6574165931801,99.61765108522482,98.54793595678989,98.83324829085333,98.03389703360723,97.80747004845318
